id,sentence,aux_head,aux,level,sub,sup,inf
26248,"Oskan kasutada tegusõnu saab, tohib, võib, suudab, oskab, peab.",suutma,võima,gümn,", võib , suudab",0,0
26264,Tundides peaks kõik selgeks saama.,saama,pidama,gümn,Tundides peaks kõik selgeks saama .,1,0
26270,"Siis saaks igaüks valida, millise õpiku järgi õppida.",valima,saama,gümn,Siis saaks igaüks valida õppida .,0,1
26278,"Õpetajal peaks meie jaoks olema enam aega, et saaks vahel ka südant puistata.",puistama,saama,gümn,", et saaks vahel ka südant puistata",0,1
26305,"Nii oli kindel, et teised ei saanud enam sellele kohale pretendeerida.",pretendeerima,saama,gümn,", et teised ei saanud enam kohale pretendeerida",0,1
26312,"Kui oled pingis üksi, saad kontrolltöö ajal valida selle rühma küsimused, mis lihtsamad tunduvad.",valima,saama,gümn,üksi saad kontrolltöö valida küsimused .,0,1
26313,"Sellisel juhul on ka hea küsida oma rühma inimeste käest õigeid vastuseid, sest neile saab töö ajal märkamatult lähemale nihkuda.",nihkuma,saama,gümn,", sest neile saab töö lähemale nihkuda",0,1
26314,"Ilmselt on koolimajade aknad tänapäeval kindlamini kinni, nii et öösel sisseronimisele loota ei saa.",lootma,saama,gümn,", nii öösel sisseronimisele loota ei saa",0,1
26384,"Mind segab see, et sageli peab kogu klass tegema ühesugust tööd.",tegema,pidama,gümn,", et sageli peab klass tegema tööd",1,0
26397,"Võimalik, et sa pead minema uude kooli või klassi, kus on ees sulle tundmatud inimesed.",minema,pidama,gümn,", et sa pead minema kooli on",1,0
26409,"Ära suru ennast liialt peale, püüa vältida teemasid, mis võivad esile kutsuda tõenäolisi lahkarvamusi või konflikte.",kutsuma,võima,gümn,", mis võivad esile kutsuda lahkarvamusi",0,1
26413,"Ainus nõue on see, et neid ei tohi loopida niisama.",loopima,tohtima,gümn,", et neid ei tohi loopida niisama",0,1
26445,Kes saab aidata koolikartlikku õpilast?,aitama,saama,gümn,Kes saab aidata õpilast ?,0,1
26451,Õpilasomavalitsustes võiks midagi koolisiseselt liikuma panna.,panema,võima,gümn,Õpilasomavalitsustes võiks midagi koolisiseselt liikuma panna .,0,1
26454,"Loomulikult ei taha ma öelda, et pidutsemine on patt ja muidu paha asi, kuid kunagi tuleb hakata ka oma rahakoti peal elama ning ilma arvestatava hariduseta võib see rahakott üsna tühjaks jääda.",jääma,võima,gümn,ning hariduseta võib rahakott tühjaks jääda,0,1
26472,Õpetajat pidi aga jätkuma kõigile.,jätkuma,pidama,gümn,Õpetajat pidi aga jätkuma kõigile .,1,0
26474,"Teadsime, et õpetajat ei tohtinud segada.",segama,tohtima,gümn,", et õpetajat ei tohtinud segada",0,1
26574,Kooli põhiideeks on: inimese tee mängust tööni peab kulgema läbi kunstiloomingu.,kulgema,pidama,gümn,: tee peab kulgema kunstiloomingu,1,0
26576,Meist peavad saama loovad ja vabad inimesed - isiksused.,saama,pidama,gümn,Meist peavad saama inimesed .,1,0
26600,Tänaseks saab internetist lisaks Kolga keskkooli koduleheküljele lugeda ka kord kuus ilmuva kooliajalehe online-varianti.,lugema,saama,gümn,Tänaseks saab internetist lisaks lugeda ka online-varianti .,0,1
26603,"Noormees alustas suvel ka klassipäeviku arvutiseerimisprogrammi, mille rakendamisel saab kooli sekretär sisestada nädala lõpul kõik hinded arvutisse ja õpilane saab hinnetelehe.",sisestama,saama,gümn,rakendamisel saab sekretär sisestada lõpul arvutisse saab,0,1
26605,Õpetajad saavad hindeid vaid lisada ja seda ka ainult oma õppeaines.,lisama,saama,gümn,Õpetajad saavad hindeid vaid lisada seda .,0,1
26609,Edaspidi peaks programmi lisanduma info klasside kohta ja igasuguseid tuttavaid tekste.,lisanduma,pidama,gümn,Edaspidi peaks programmi lisanduma klasside .,1,0
26615,Nüüd saan paari klahviliigutusega vajaliku arvu teada.,teadma,saama,gümn,Nüüd saan arvu teada .,0,1
26620,Millistes koolide valdkondades saaks veel kasutada arvuteid.,kasutama,saama,gümn,valdkondades saaks veel kasutada arvuteid .,0,1
26674,Mida ma saan ise teha oma kooli heaks juba täna?,tegema,saama,gümn,Mida ma saan ise teha kooli täna ?,0,1
26677,Iga sõnavõtja peaks esitama mõne konkreetse ettepaneku ka kirjalikult.,esitama,pidama,gümn,sõnavõtja peaks esitama ettepaneku kirjalikult .,1,0
26680,"Arvutivõrgu kaudu võib austraallane või eestlane vestelda suurte Ameerika ülikoolide raamatukogudega ja töötada võib inimene oma kodus, kui vaid tema arvuti on modemi abil ühenduses kesklinnas asuva firma arvutiga.",vestlema,võima,gümn,Arvutivõrgu võib austraallane vestelda raamatukogudega töötada .,0,1
26680,"Arvutivõrgu kaudu võib austraallane või eestlane vestelda suurte Ameerika ülikoolide raamatukogudega ja töötada võib inimene oma kodus, kui vaid tema arvuti on modemi abil ühenduses kesklinnas asuva firma arvutiga.",töötama,võima,gümn,ja töötada võib inimene kodus ühenduses,0,1
26683,Niisuguse õppematerjali võib igaüks raamatukogust või koolist kasvõi koju tellida.,tellima,võima,gümn,õppematerjali võib igaüks raamatukogust koju tellida .,0,1
26685,"Nemad peaksid ikkagi koolis käima, kuigi Ameerika teadlaste David Pesarelli ja Bill Raxdale’i ettekujutus koolist erineb praegusaegsest väga.",käima,pidama,gümn,Nemad peaksid ikkagi koolis käima erineb .,1,0
26686,"Kool paikneb väikeses majas, mida liikuvate seinte abil saab kiiresti muuta raamatukoguks, muuseumiks, teaduskeskuseks, laboriks.",muutma,saama,gümn,", mida seinte saab kiiresti muuta raamatukoguks",0,1
26687,"Raskeid koolikotte pole vaja, sest raamatute ja vihikute asemel kannavad õpilased kaasas üksnes kergeid arvuteid või arvutite optilisi mäluseadmeid, mille vastavalt olukorrale kas koolis või kodus saab arvuti külge ühendada.",ühendama,saama,gümn,", mille olukorrale koolis saab arvuti külge ühendada",0,1
26754,Mida saab lugeda spordist?,lugema,saama,gümn,Mida saab lugeda spordist ?,0,1
26764,"Palun, kas ma saaksin ajalehte tellida?",tellima,saama,gümn,", kas ma saaksin ajalehte tellida",0,1
26814,"See mõnu asjal oligi, et sain kirjutada, nagu ise soovisin.",kirjutama,saama,gümn,", et sain kirjutada soovisin",0,1
26840,"Kuidas võib end tunda üksikuna üks noor inimene, kes iga päev suhtleb oma klassikaaslastega?",tundma,võima,gümn,Kuidas võib end tunda inimene ?,0,1
26860,Vastasel juhul võiks vahele jääda mõni infosaade.,jääma,võima,gümn,juhul võiks vahele jääda infosaade .,0,1
26889,"Kas sa arvad, et raadiot saab kuulata muu töö kõrval?",kuulama,saama,gümn,", et raadiot saab kuulata töö",0,1
26890,Mina saan küll samaaegselt õppida ja raadiot kuulata.,õppima,saama,gümn,Mina saan küll samaaegselt õppida kuulata .,0,1
26896,"Olen selline, nagu olen, ja te peate sellega leppima.",leppima,pidama,gümn,", nagu , ja te peate sellega leppima",1,0
26902,"Peab vist palju teadma ja palju andestama, et miskit korda saata.",teadma,pidama,gümn,Peab vist palju teadma andestama .,1,0
26909,Kas inimene saaks ise midagi oma hääle heaks teha?,tegema,saama,gümn,Kas inimene saaks ise midagi hääle teha ?,0,1
26919,Lipsu valin enamasti oma partneri riietuse järgi ja siin ei pea keegi oma abistavat kätt ulatama.,ulatama,pidama,gümn,ja siin ei pea keegi kätt ulatama,1,0
26926,Ja mõõta seda ei saa.,mõõtma,saama,gümn,Ja mõõta seda ei saa .,0,1
26938,Kuid võin ka eksida.,eksima,võima,gümn,Kuid võin ka eksida .,0,1
26985,"Kui nii ütled, siis võidakse sinu kohta samamoodi öelda.",ütlema,võima,gümn,ütled siis võidakse sinu samamoodi öelda .,0,1
27019,Mida peaks teie arvates tegema koolipsühholoog?,tegema,pidama,gümn,Mida peaks arvates tegema koolipsühholoog ?,1,0
27029,Kas ma tohin magnetofoni siia jätta?,jätma,tohtima,gümn,Kas ma tohin magnetofoni siia jätta ?,0,1
27061,Mida siis saaks öelda laste arengu ja teleri seose kohta?,ütlema,saama,gümn,Mida siis saaks öelda arengu ?,0,1
27079,Tolle mõiste taga on peidus erakordselt oluline omadus - võime luua ja leida uut.,looma,võima,gümn,- võime luua leida,0,1
27114,Kahjuks ei saa ma tulla.,tulema,saama,gümn,Kahjuks ei saa ma tulla .,0,1
27123,Chicagos võib oskaja mees soovi korral valida 120 kanali vahel.,valima,võima,gümn,Chicagos võib mees soovi valida kanali .,0,1
27132,Kogu maailm võib aeg-ajalt uppi minna.,minema,võima,gümn,maailm võib aeg-ajalt uppi minna .,0,1
27146,"Üldse on Reet Oja veendunud, et kodused tööd peab tegema naine.",tegema,pidama,gümn,", et tööd peab tegema naine",1,0
27148,"Muidugi Rein ja poisid aitavad mind, aga nad ei pea seda tegema.",tegema,pidama,gümn,", aga nad ei pea seda tegema",1,0
27153,Ma saan seda teha kodus.,tegema,saama,gümn,Ma saan seda teha kodus .,0,1
27161,Ainult ei tohi astuda nende kuningliku saba peale.,astuma,tohtima,gümn,Ainult ei tohi astuda saba .,0,1
27177,"Teie vanemad sõbrad arvavad, et õpilane peab vaatama ainult noorsoosaateid.",vaatama,pidama,gümn,", et õpilane peab vaatama noorsoosaateid",1,0
27185,"Mina võin paaris keeles ülal hoida juttu juhuslike vastutulijatega uulitsanurgal ning öelda seltskondlikke viisakusi coctailparty suminas, vältides ometigi spetsiaalterminoloogiat või filosoofilisi süvajutte, s.t. saan hakkama eneseväljendusega nende eklektiliste teadmiste piires, mis mul reaalselt on.",hoidma,võima,gümn,Mina võin keeles ülal hoida juttu uulitsanurgal öelda vältides hakkama .,0,1
27185,"Mina võin paaris keeles ülal hoida juttu juhuslike vastutulijatega uulitsanurgal ning öelda seltskondlikke viisakusi coctailparty suminas, vältides ometigi spetsiaalterminoloogiat või filosoofilisi süvajutte, s.t. saan hakkama eneseväljendusega nende eklektiliste teadmiste piires, mis mul reaalselt on.",hakkama,saama,gümn,", s.t. saan hakkama eneseväljendusega teadmiste",1,0
27255,Kell 12 pidid kõik olema saunas käinud ja pühade ettevalmistused lõppenud.,käima,pidama,gümn,Kell pidid kõik olema saunas käinud lõppenud .,0,0
27264,See andis ka kõige kalestunumale hingele suure emotsionaalse laengu ja igaüks võis rõõmsalt ja rahulikult minna koju jõulupühi pidama.,minema,võima,gümn,ja igaüks võis rõõmsalt minna pidama,0,1
27295,"Välisukse kõrvale võib panna vaasi kuuseokstega, ka küünla klaaspurgis.",panema,võima,gümn,Välisukse võib panna vaasi kuuseokstega .,0,1
27296,Esikuuksele võib teha mingi kaunistuse: jõulupärja või jõululiniku.,tegema,võima,gümn,Esikuuksele võib teha kaunistuse .,0,1
27297,"Et luua jõulumeeleolu kogu majas, peaks kaunistama iga ruumi.",kaunistama,pidama,gümn,luua peaks kaunistama ruumi .,1,0
27300,"Küünlaid võib panna igale poole: klaaspurkidesse, alustassidele, puuklotsidele, klaasidesse.",panema,võima,gümn,Küünlaid võib panna igale klaaspurkidesse .,0,1
27302,"Toas saab jõulumeeleolu lisada punaste ja valgete lintide, paelte ning küünaldega.",lisama,saama,gümn,Toas saab jõulumeeleolu lisada lintide .,0,1
27304,"Kellel osavad käed, võib teha jõulukrooni.",tegema,võima,gümn,"Kellel , võib teha jõulukrooni .",0,1
27305,Jõulukrooni võib kaunistada punaste paeltega.,kaunistama,võima,gümn,Jõulukrooni võib kaunistada paeltega .,0,1
27307,"Võime õmmelda või kududa päkapikke ja panna neid istuma riiulitele, aknalauale jm.",õmmeldama,võima,gümn,Võime õmmelda kududa panna,0,1
27308,Aknale võib kleepida ka väikesi punaseid südameid.,kleepima,võima,gümn,Aknale võib kleepida südameid .,0,1
27309,"Sidumiseks, kinnitamiseks, kuuseehteks võib kasutada punaseid paelu.",kasutama,võima,gümn,"Sidumiseks , kuuseehteks võib kasutada paelu .",0,1
27310,"Igas kodus leidub vaba pinda (seinad, uksed), mille võib katta riidega.",katma,võima,gümn,", mille võib katta riidega",0,1
27313,Võib teha jõulukrooni.,tegema,võima,gümn,Võib teha jõulukrooni .,0,1
27377,"Teater loob maailma, kuhu inimene saab hea meelega sisse minna.",minema,saama,gümn,", kuhu inimene saab meelega sisse minna",0,1
27393,"Teater loob uue maailma, kuhu inimene saab hea meelega sisse astuda.",astuma,saama,gümn,", kuhu inimene saab meelega sisse astuda",0,1
27408,"Tänan, kuid ma ei saa tulla.",tulema,saama,gümn,"Tänan , kuid ma ei saa tulla .",0,1
27465,"Kuid kerge see ei ole, sest nõuab mult lisaenergiat, mida võiksin rakendada kusagil mujal.",rakendama,võima,gümn,", mida võiksin rakendada mujal",0,1
27468,"Otsusekindlus ei välista aga otsinguid, mida mõni inimene võib ka kahtlusteks nimetada.",nimetama,võima,gümn,", mida inimene võib ka kahtlusteks nimetada",0,1
27471,Ma ei tohi seda teha.,tegema,tohtima,gümn,Ma ei tohi seda teha .,0,1
27473,"Inimesena võib mul olla süütunne, aga teatrijuhina ei või ma kahelda.",kahtlema,võima,gümn,", aga teatrijuhina ei või ma kahelda",0,1
27477,"Ma olen küll püüdnud omandada niisugust tehnikat, et võiksin analüüsi kõrvale heita ja spontaanselt tegutseda.",heitma,võima,gümn,", et võiksin analüüsi kõrvale heita tegutseda",0,1
27482,"Selleks, et midagi kogeda, ei pea ise kõike läbi tegema.",tegema,pidama,gümn,Selleks ei pea ise kõike läbi tegema .,1,0
27484,Siis võib paljusid asju lihtsalt ette kujutada.,kujutama,võima,gümn,Siis võib asju lihtsalt ette kujutada .,0,1
27488,"Need hetked on väga harvad, kui võib endaga rahule jääda.",jääma,võima,gümn,", kui võib endaga rahule jääda",0,1
27490,Võib muutuda laisaks ja liiga rahulolevaks.,muutuma,võima,gümn,Võib muutuda laisaks .,0,1
27494,"Kas te usute, et inimeste silmadest võib nii mõndagi tema olemuse kohta välja lugeda?",lugema,võima,gümn,", et silmadest võib mõndagi olemuse välja lugeda",0,1
27499,Kas olete pidanud kunagi kokku puutuma kurjusega?,puutuma,pidama,gümn,Kas olete pidanud kunagi kokku puutuma kurjusega ?,1,0
27535,"Paar julgustavat sõna, väike kiitus võib teinekord lausa imet teha.",tegema,võima,gümn,"sõna , kiitus võib teinekord lausa imet teha",0,1
27542,"Arvatavasti õppisite juba varases nooruses, et saate ainult petta, kui loodate, et keegi teid tunnustaks.",petma,saama,gümn,", et saate ainult petta loodate",0,1
27546,"Tavaliselt tulete päris kenasti ise kõigega toime, ent päris ilma kõrvalise julgustuseta te siiski hakkama ei saa.",hakkama,saama,gümn,", ent julgustuseta te siiski hakkama ei saa",1,0
27563,"Kõik eelistavad minna mõnele tantsuõhtule, sest seal võib kohata palju sõpru ning saab sama raha eest kõvasti tantsida.",kohtama,võima,gümn,", sest seal võib kohata sõpru tantsida",0,1
27563,"Kõik eelistavad minna mõnele tantsuõhtule, sest seal võib kohata palju sõpru ning saab sama raha eest kõvasti tantsida.",tantsima,saama,gümn,ning saab raha kõvasti tantsida,0,1
27564,"Olgu selle vaba aja veetmisega kuidas on, aga minu meelest võiksid siinsed noored rohkem üksteisel külas käia.",käima,võima,gümn,", aga minu võiksid noored rohkem külas käia",0,1
27590,Siis me võiksime minna koorikontserdile.,minema,võima,gümn,Siis me võiksime minna koorikontserdile .,0,1
27609,Muusikalise maitse kujundamine võib toimuda vaid muusikaklassika parimate näidete varal.,toimuma,võima,gümn,kujundamine võib toimuda näidete .,0,1
27615,Lapse muusikalist taju saab arendada kujundlike liigutuste kasutamise teel mitmesugustes instseneeringutes.,arendama,saama,gümn,taju saab arendada kasutamise .,0,1
27626,"Heli kõrgus, tämber ja tugevus võivad haigusele erinevalt mõjuda.",mõjuma,võima,gümn,kõrgus võivad haigusele erinevalt mõjuda .,0,1
27653,Jalad ja käed peaksid olema lõdvestatud.,lõdvestama,pidama,gümn,Jalad peaksid olema lõdvestatud .,0,0
27654,Riided ei tohi kuskilt pigistada.,pigistama,tohtima,gümn,Riided ei tohi kuskilt pigistada .,0,1
27656,"Muusika ei tohi mingil juhul liiga valjusti mängida, eriti kui see tuleb läbi klappide otse kõrva.",mängima,tohtima,gümn,Muusika ei tohi juhul valjusti mängida tuleb .,0,1
27657,"Lõdvestudes pead arvestama sellega, et pärast on su reaktsioonid ja mõtlemine mõnevõrra aeglustunud.",arvestama,pidama,gümn,Lõdvestudes pead arvestama sellega .,1,0
27660,"Vastupidi, see võib su hoopis uniseks teha.",tegema,võima,gümn,"Vastupidi , see võib su hoopis uniseks teha .",0,1
27706,"Ma ei saa öelda, et oleksin väga-väga õnnelik olnud.",ütlema,saama,gümn,Ma ei saa öelda õnnelik .,0,1
27716,Mulle on antud sünniga kaasa anne - taeva kink - ja sellega pean tööd tegema.,tegema,pidama,gümn,ja sellega pean tööd tegema,1,0
27731,"Ma ei taha kellelegi öelda, et seda ei peaks tegema.",tegema,pidama,gümn,", et seda ei peaks tegema",1,0
27766,Märkan ainult neid ja võin tundide kaupa seista nende ees.,seisma,võima,gümn,ja võin tundide seista nende,0,1
27780,"Inimene, kes saab lille, peaks oskama ka lillega kaasas käivat sõnumit välja lugeda.",oskama,pidama,gümn,Inimene peaks oskama ka lugeda .,1,0
27839,"Siin pole midagi, mis võiks täna kirjanikku ennast riivata.",riibama,võima,gümn,", mis võiks täna kirjanikku ennast riivata",0,1
27862,"Kui koolile ehitati uus hoone, sain ettepaneku teha koolimaja fuajeesse Koidula portree ja õue veel midagi monumentaaldekoratiivset, mis sümboliseeriks elluastujaid.",tegema,saama,gümn,ehitati sain teha fuajeesse portree õue midagi .,0,1
27906,"Paljusid Wiiralti töid võib nimetada tehnilisteks imedeks, ent tehnika polnud talle omaette eesmärgiks.",nimetama,võima,gümn,töid võib nimetada imedeks eesmärgiks .,0,1
27934,"Kodu on koht, kuhu ma võin alati tulla oma rõõmude ja muredega.",tulema,võima,gümn,", kuhu ma võin alati tulla rõõmude",0,1
28012,"Kui laps on perekonnas eriliselt hellitatud ja hoitud, kui tema eest hoolitsetakse üliväga, siis võib tal tekkida endast ja oma suhetest väär kujutlus.",tekkima,võima,gümn,hellitatud hoolitsetakse siis võib tal tekkida endast kujutlus .,0,1
28027,"Käivitub metsik võimumehhanism, mida ükskord peaks tundma, et seda õigel ajal peatada.",tundma,pidama,gümn,", mida ükskord peaks tundma peatada",1,0
28039,"Malli nägemine võib mõjuda mitmeti: õpitakse uusi käitumisviise, edu puhul süveneb vaatajas veendumus, et agressiivsus on hea meetod eesmärgi saavutamiseks.",mõjuma,võima,gümn,nägemine võib mõjuda mitmeti õpitakse .,0,1
28045,"Televisioon röövib aega - vähenevad kontaktid sõpradega, võivad tekkida suhtlemisraskused ja süveneda sisepinged.",tekkima,võima,gümn,", võivad tekkida suhtlemisraskused",0,1
28046,"Teleri ees üles kasvav laps saab ootamatult teada asju, milleks ta veel valmis ei ole.",teadma,saama,gümn,Teleri laps saab ootamatult teada asju .,0,1
28050,Mõtlematult neid lapsele paljastada ei tohi.,paljastama,tohtima,gümn,Mõtlematult neid lapsele paljastada ei tohi .,0,1
28052,"Lapse teabevälja peaksid laiendama raamatud, esialgu muinasjutud.",laiendama,pidama,gümn,teabevälja peaksid laiendama raamatud .,1,0
28053,"Lapsepõlves kuuldud jutud võivad toimida kuritegevuse profülaktikana (nii imelik, kui see mõte ka ei tundu) - aitavad need ju maandada sisepingeid lapsele sobivas vormis.",toimima,võima,gümn,jutud võivad toimida profülaktikana aitavad .,0,1
28055,Millal lapsest võib saada telemaan?,saama,võima,gümn,Millal lapsest võib saada telemaan ?,0,1
28057,"Milliseid ohte, konflikte ja häireid võib telemaania põhjustada?",põhjustama,võima,gümn,ohte võib telemaania põhjustada ?,0,1
28067,Kunagi võib ka minul nõnda vedada!,vedama,võima,gümn,Kunagi võib ka minul nõnda vedada !,0,1
28076,Teile võib soovitada rohkem reaalsust ja skeptitsismi!,soovitama,võima,gümn,Teile võib soovitada reaalsust !,0,1
28105,"Säärast hinda pidi maksma krahvinna Tolstoi oma näägutamise, irisemise ja hüsteeriahoogude eest.",maksma,pidama,gümn,hinda pidi maksma krahvinna näägutamise .,1,0
28111,Kuidas kodu (perekond) saab mõjutada lapse edasist käekäiku?,mõjutama,saama,gümn,Kuidas kodu saab mõjutada käekäiku ?,0,1
28127,Kas seda saab nimetada koolisõpruseks?,nimetama,saama,gümn,Kas seda saab nimetada koolisõpruseks ?,0,1
28162,"Kui sõber on mind üks kord reetnud, võib ta seda teha ka teine ja kolmas kord.",tegema,võima,gümn,reetnud võib ta seda teha kord .,0,1
28188,"Mis te arvate, kas koerte ja inimeste iseloomud võivad ja peavad kokku sobima?",sobima,võima,gümn,", kas iseloomud võivad ja peavad kokku sobima",1,0
28188,"Mis te arvate, kas koerte ja inimeste iseloomud võivad ja peavad kokku sobima?",sobima,pidama,gümn,", kas iseloomud võivad ja peavad kokku sobima",1,0
28193,"Näljane õuekoer võib minna vargile, kuid ta ei reeda kunagi oma peremeest.",minema,võima,gümn,õuekoer võib minna vargile reeda .,0,1
28209,Välimuse ja käitumise poolest võib neid võrrelda õukonnadaamidega.,võrdlema,võima,gümn,Välimuse võib neid võrrelda õukonnadaamidega .,0,1
28239,"Ta võib kaalule panna oma elu, et kaitsta peremeest.",panema,võima,gümn,Ta võib kaalule panna elu kaitsta .,0,1
28247,Ma ei saa koera võtta.,võtma,saama,gümn,Ma ei saa koera võtta .,0,1
28257,"Koera peab kohtlema nagu nooremat õde või venda, nagu sõpra.",kohtlema,pidama,gümn,Koera peab kohtlema õde sõpra .,1,0
28296,Mida ma peaksin küll ette võtma?,võtma,pidama,gümn,Mida ma peaksin küll ette võtma ?,1,0
28300,Mida see küll peaks tähendama?,tähendama,pidama,gümn,Mida see küll peaks tähendama ?,1,0
28318,Sellise jõuväljade tabeli võib koostada iga rolli kohta.,koostama,võima,gümn,tabeli võib koostada rolli .,0,1
28338,"Kuidas aga seletada vanematele, et ma ei taha ega saa minna õppima arstiks?",minema,saama,gümn,ega saa minna õppima,0,1
28363,"Minu üllatus oli veel suurem, kui sain teada, et minu reisikaaslane oli lihtne tööline.",teadma,saama,gümn,", kui sain teada tööline",0,1
28427,"Palun, kas te saate tulla vestlusele?",tulema,saama,gümn,", kas te saate tulla vestlusele",0,1
28505,Lootust ei tohi kunagi kaotada.,kaotama,tohtima,gümn,Lootust ei tohi kunagi kaotada .,0,1
28525,"Arvan, et inimene ei pea liiga kaua töötama ühel töökohal.",töötama,pidama,gümn,", et inimene ei pea kaua töötama töökohal",1,0
28554,Väljaspool töökohustusi saad inimestega suhelda ja iseennast mitmest küljest näidata.,suhtlema,saama,gümn,töökohustusi saad inimestega suhelda näidata .,0,1
28575,"Kas tead, kus saab õppida kodumajandust?",õppima,saama,gümn,", kus saab õppida kodumajandust",0,1
28577,Kodumajandust saab õppida Kehtnas.,õppima,saama,gümn,Kodumajandust saab õppida Kehtnas .,0,1
28580,"Ladina keelt valdavad noorukid võisid oma stuudiumi käigus õppida õige mitme maa mitmes ülikoolis, tundmata mingit muret keelebarjääri pärast.",õppima,võima,gümn,noorukid võisid stuudiumi õppida maa ülikoolis tundmata .,0,1
28588,"Ühe ulatuslikuma teadusala õpetajad moodustavad teaduskonna ehk fakulteedi (fakultas - võime, s.t. võime seda teadust õpetada).",õpetama,võima,gümn,", s.t. võime teadust õpetada",0,1
28600,"Vestlust, mille käigus peab ilmnema tudengi teadmiste tase, kutsutakse kollokviumiks, tõsisemat teadmiste mõõtmist aga eksamiks (examen - uurimine, katsumine).",ilmnema,pidama,gümn,", mille peab ilmnema tase ,",1,0
28630,Kella ühe paiku saan mahti einetada kergelt ja siis läheb edasi kella 6-ni õhtul.,einetama,saama,gümn,Kella ühe saan mahti einetada kergelt läheb .,0,1
28633,"Ja olen jõudnud järeldusele, et arst peab kõiki õppeaineid teadma põhjalikult.",teadma,pidama,gümn,", et arst peab õppeaineid teadma põhjalikult",1,0
28643,"Kahetsen, et ei saa aidata.",aitama,saama,gümn,", et ei saa aidata",0,1
28660,Võib teha ka jooniseid.,tegema,võima,gümn,Võib teha jooniseid .,0,1
28700,Kas te saate minna?,minema,saama,gümn,Kas te saate minna ?,0,1
28702,Enne eksamit peab vara magama minema.,minema,pidama,gümn,eksamit peab vara magama minema .,1,0
28706,Kas ma saaksin teada oma eksamitulemuse?,teadma,saama,gümn,Kas ma saaksin teada eksamitulemuse ?,0,1
28718,Tulevikus peaks üliõpilane ise saama koostada oma õppeplaani vähemalt poolte ainete ulatuses.,koostama,pidama,gümn,Tulevikus peaks üliõpilane saama koostada õppeplaani ulatuses .,0,1
28718,Tulevikus peaks üliõpilane ise saama koostada oma õppeplaani vähemalt poolte ainete ulatuses.,koostama,saama,gümn,Tulevikus peaks üliõpilane saama koostada õppeplaani ulatuses .,0,1
28723,"Leian, et kõrgkoolis peaksid õppima ainult need, kellel on vastavad anded, mälu, kutsumus.",õppima,pidama,gümn,", et kõrgkoolis peaksid õppima need",1,0
28726,"Tahaksin, et kõrgkoolis saaks rohkem õppida iseseisvalt, arvuti vahendusel.",õppima,saama,gümn,", et kõrgkoolis saaks rohkem õppida iseseisvalt vahendusel",0,1
28846,"Väga kahju, kuid ma ei saa teid aidata.",aitama,saama,gümn,", kuid ma ei saa teid aidata",0,1
28850,Kas võib sisse tulla?,tulema,võima,gümn,Kas võib sisse tulla ?,0,1
28851,Kas te võiksite mind aidata?,aitama,võima,gümn,Kas te võiksite mind aidata ?,0,1
28857,Kas ma tohin küsida?,küsima,tohtima,gümn,Kas ma tohin küsida ?,0,1
28905,"See hotell on kombinatsioon iidsest ja modernsest, nii et klient saab end tunda otsekui keskajas.",tundma,saama,gümn,", nii klient saab end tunda keskajas",0,1
28917,"Külastajate üks lemmikkohti on raamatukogu, kus saab kohvi juua ja elava tulega kamina ääres istuda.",jooma,saama,gümn,", kus saab kohvi juua istuda",0,1
28939,Kuressaare sanatooriumis saab tervislikult ja lõbusalt vaba aega veeta.,veetma,saama,gümn,sanatooriumis saab tervislikult aega veeta .,0,1
28940,"Lisaks basseinis ujumisele, jõusaalile ja aeroobikale võib nautida veerõõmusid veekeskuses Rüütli, lesida mullivannis, rõõmustada kogu perega veeatraktsioonide üle, tunda elust mõnu aroomi- ja aurusaunas.",nautima,võima,gümn,Lisaks võib nautida veerõõmusid veekeskuses lesida rõõmustada tunda .,0,1
28944,"Seal saab lõbusa muusika saatel tantsida, karaokebaarides lauluoskust katsetada ja elada kaasa restoranide meelelahutusprogrammile.",tantsima,saama,gümn,Seal saab muusika tantsida katsetada elada .,0,1
28945,"Puhkajad võivad minna ekskursioonile Kuressaare lossi, õlletehasesse, väljasõidule saare looduskaunitesse ja kultuurilooliselt põnevatesse paikadesse.",minema,võima,gümn,Puhkajad võivad minna ekskursioonile .,0,1
28946,"Mõnusa õhtu võib veeta ka seinatennise- või boolingusaalides, piljardit või noolemängu mängides.",veetma,võima,gümn,õhtu võib veeta seinatennise- mängides .,0,1
28971,"E-arvet saab klient Interneti-pangas ekraanil vaadata, kohe tasuda ning vajaduse korral ka välja trükkida.",vaatama,saama,gümn,E-arvet saab klient ekraanil vaadata tasuda trükkida .,0,1
28972,"E-arve tasumiseks ei pea täitma maksekorraldust, sest see on automaatselt täidetud.",täitma,pidama,gümn,tasumiseks ei pea täitma maksekorraldust täidetud .,1,0
28975,Missugust teenust võivad pankade kliendid kasutada?,kasutama,võima,gümn,teenust võivad kliendid kasutada ?,0,1
28976,Kuidas näeb välja e-arve ja kuidas saab seda lugeda?,lugema,saama,gümn,ja kuidas saab seda lugeda,0,1
28980,"Nimetage veel suurettevõtteid, kes võiksid olla huvitatud klientidele e-arvete saatmisest?",huvitama,võima,gümn,", kes võiksid olla huvitatud saatmisest",0,0
28989,Tänapäeval peab suur osa tudengitest ise õpingute eest maksma.,maksma,pidama,gümn,Tänapäeval peab osa ise õpingute maksma .,1,0
