id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
38268,saama,,"af,ps,aux,cond,pres",0,conj,hakkama,"ps,aux,ill,sup",xcomp,"On vaid vaja tigedavõitu hääletooni , sellega ___saaks___ ___hakkama___ ka see suurekondiline ja kohmakas proua Roost .",8034749
38283,saama,,"ps,mod,neg,impf,indic",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Koguni Ristikivi pole nendeta ___hakkama___ ___saanud___ , vaid laseb oma doktor Faberil vampiiride eest põgeneda Transilvaaniast Saksamaale .",8034840
38314,ihkama,,"af,ps,sg,ps3,impf,main,indic",0,root,kaitsma,"ps,ill,mod,sup",conj,"Piknikuseltskond ___ihkas___ võõrast näitsikut ja tema seisukohta naeruvääristada , kuid pidin Aolille irvhammaste vastu ___kaitsma___ : "" Põrgupadrikul kehtivad demokraatia põhimõtted ning kellelgi pole õigust teisi sundida .",8035195
38342,uskuma,,"af,ps,sg,ps2,main,pres,indic",0,ccomp,võitlema,"ps,ill,mod,sup",conj,"Nii on viimasel ajal hakatud mõtlema , et erinevad ___usud___ ja kirikud ei peaks üksteisega ___võitlema___ ja konkureerima , vaid suhtuma teistesse tolerantselt .",8035530
38343,uskuma,,"af,ps,sg,ps2,main,pres,indic",0,ccomp,konkureerima,"ps,ill,sup,main",conj,"Nii on viimasel ajal hakatud mõtlema , et erinevad ___usud___ ja kirikud ei peaks üksteisega võitlema ja ___konkureerima___ , vaid suhtuma teistesse tolerantselt .",8035530
38344,uskuma,,"af,ps,sg,ps2,main,pres,indic",0,ccomp,suhtuma,"ps,ill,sup,main",conj,"Nii on viimasel ajal hakatud mõtlema , et erinevad ___usud___ ja kirikud ei peaks üksteisega võitlema ja konkureerima , vaid ___suhtuma___ teistesse tolerantselt .",8035530
38356,saama,,"ps,aux,neg,impf,indic",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Paavstiks hüütud Tuglas on ilma lasteta , August Mälk ja August Gailit on ___hakkama___ ___saanud___ vaid ühe tütrega .",8035656
38364,saama,,"af,ps,mod,cond,pres",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Soomlased on küll moodi viinud naisekandmisvõistlused , aga mehekandmise maratoniga ei ___saaks___ ___hakkama___ ka feministide selts ! ”",8035739
38372,jorutama,,"ps,ill,sup,main",0,xcomp,maalima,"ps,ill,sup,main",conj,"Kes oleks saanud sundida Smuuli ___jorutama___ Stalinist või Okast ___maalima___ viisnurkadega tanke ? """,8035770
38378,saama,,"ps,mod,past,partic",1,root,hakkama,"ps,ill,mod,sup",xcomp,Ainult Tartu ei ole ___saanud___ Kalevipoja restaureerimisega ___hakkama___ .,8035834
38407,saama,,"mod,neg,impf,imps,indic",1,root,suplema,"ps,aux,ill,sup",xcomp,"Vaevalt oleks neid eitesid tavalises elus ___suplema___ ___saadud___ sundida , aga nüüd astusid nad kõik kõhklemata voogudesse .",8036077
38422,teadma,,"ps,sg,mod,neg,ps2,pres,imper",0,conj,tegema,"ps,ill,sup,main",ccomp,"Lõpuks libistas Merle end minust eemale ja viskas rootsikuks taotud viha meie vahele : "" Ma pole saaremaa saunas käinud ega ___tea___ , mida peab veel ___tegema___ . """,8036185
38452,saama,,"aux,inf",0,csubj:cop,hakkama,"ps,aux,ill,sup",xcomp,Ilma autota on tänapäeval raske ___hakkama___ ___saada___ .,8036601
38478,saama,,"af,ps,sg,mod,ps3,impf,indic",0,conj,asuma,"ps,ill,mod,sup",parataxis,"Kuid täiskogu oli vaja veelgi tähtsamaks otsuseks ning sõna ___sai___ taas Tarmo : "" Ma pean kavatsetust varem Tallinnasse ___asuma___ , sest vahepeal on mind ju paljaks röövitud .",8036934
38485,üritama,,"af,mod,imps,pres,indic",0,root,laskma,"ps,aux,ill,sup",xcomp,"Neid ___laskma___ ___üritatakse___ meelitada Saksa ja Poola ärimehi ning võõramaiste küttide tarvis on Szekszardi ehitatud kõigi mugavustega hotell koos vannitubade , türgi sauna , piljardisaali ning baaridega .",8037001
38499,saama,,"aux,inf",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,Konstaabel laskis siiski kroonu kõnetraati kasutada – Põrgupadrikul polnud kellelgi isegi mobiiltelefoni : olime lootnud suvitamisel ilma muu maailmata ___hakkama___ ___saada___ .,8037065
38512,vehkima,,"af,aux,imps,pres,indic",0,root,otsustama,"ps,ill,sup,main",conj,"Aga takti ___vehitakse___ partituuri järgi , president peab ise ___otsustama___ . """,8037170
38524,oskama,,"ps,aux,past,partic",1,root,jõudma,"ps,aux,ill,sup",conj,"Ma ei ___osanud___ nõu anda , ta pidi ise mingile otsusele ___jõudma___ .",8037237
38533,saama,,"af,pl,ps,mod,ps1,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kui kuiva ilma peab , ___saame___ kõigega ___hakkama___ .",8037349
38564,saama,,"af,ps,sg,aux,ps3,impf,indic",0,acl:relcl,hakkama,"ps,ill,mod,sup",xcomp,"Õnneks võttis veel sõna sõber Neeme , kes ___sai___ ___hakkama___ pika ja ägeda kõnega :",8037740
38572,kiirustama,,"ps,mod,neg,pres,indic",1,advcl,tooma,"ps,ill,sup,main",xcomp,"Asjasse saab segada kõikvõimalikke muid riiklikke ja rahvusvahelisi institutsioone — kaasa arvatud need , kes näeksid hea meelega terve Liiga enese ärakeelamist , kuna inimesed ei ___kiirusta___ oma raha ___tooma___ mitte nende närtsinud klassikutega kontserdisaalidesse , vaid eelistavad gladiaatoriareene .",8037977
38587,teadma,,"af,ps,sg,mod,ps3,pres,indic",0,conj,tallama,"ps,ill,sup,main",xcomp,"Et ma jätaksin siin kõik oma väljavaated ja tuleksin sinuga taevas teab kuhu , kurat ___teab___ mis tuuli ___tallama___ ?",8038250
38615,kiirustama,,"af,ps,sg,ps3,impf,main,indic",0,conj,korjama,"ps,aux,ill,sup",xcomp,Teenistusvalmis kelner tõi lauale uue ja ___kiirustas___ jalgade alt kilde üles ___korjama___ .,8038957
38626,mõtlema,,"af,ps,sg,aux,ps3,impf,indic",0,root,jooma,"ps,ill,mod,sup",ccomp,"Andra ___mõtles___ , et tanklas peab kindlasti vähemalt paar tassi kanget musta kohvi ___jooma___ .",8039867
38638,saama,,"af,ps,sg,mod,ps1,cond,pres",0,root,hakkama,"ps,aux,ill,sup",xcomp,( “ Ma ___saaksin___ suurepäraselt ilma tööta ___hakkama___ .,8044422
38668,teadma,,"af,ps,sg,ps2,main,pres,imper",1,root,õpetama,"ps,ill,mod,sup",ccomp,"Muidugi ma ei ___tea___ , kes peaks siis Asta Jussikest ja Pillet ___õpetama___ .",8045330
38677,teadma,,"af,ps,sg,mod,ps3,impf,indic",0,root,surema,"ps,ill,mod,sup",ccomp,"Ta ___teadis___ , et ta peab ___surema___ .",8045399
38696,ootama,,"ps,ill,mod,sup",1,advcl,kuulama,"ps,aux,ill,sup",xcomp,"Teisest küljest pole selles midagi loomulikku , sest Scorsese ei tundu kuidagi oma veriste filmidega sobivat kompanii tiiva alla , kuhu helistajad peavad liinile ___ootama___ jäädes ___kuulama___ laulukesi “ Lumivalgekesest ” ja “ Tuhkatriinust ” .",8045871
38706,saama,,"af,ps,sg,mod,ps3,pres,indic",0,ccomp,hakkama,"ps,aux,ill,sup",xcomp,"“ Ma teadsin , et ta ___saab___ ___hakkama___ , sest ta tahtis seda rolli väga ning tegi selle nimel tohutult tööd .",8046064
38721,kiirustama,,"af,ps,sg,ps2,main,pres,imper",1,root,lisama,"ps,ill,mod,sup",xcomp,Maalähedaste ametioskuste õpetamist ei ___kiirusta___ mitte kõik koolijuhid õppeplaanidesse ___lisama___ .,8052788
38743,saama,,"ps,mod,past,partic",0,acl,hakkama,"ps,aux,ill,sup",xcomp,"Kui koletu teoga ___hakkama___ ___saanud___ mehed tänavu 30. jaanuari pimedal õhtupoolikul teise klassi poisi Tarmo Šamatauskase Keila haiglasse tõid , jäid politseinikud uskuma nende juttu õnnetusest .",8053075
38759,jõudma,,"af,ps,sg,mod,ps3,impf,indic",0,root,valmistama,"ps,ill,mod,sup",xcomp,"Kai-Riin ___jõudis___ vaid harva koju lastele süüa ___valmistama___ , sest enamus aega tuli veeta restorani käima lükates .",8053428
38782,saama,,"aux,ger",0,advcl,võitlema,"ps,ill,mod,sup",advcl,"Alatud tegelased on haaranud endale tema filmide autoriõigused , ___saades___ nende leviga päratu rikkaks , samal ajal kui Riefenstahl pidi töötuna ___võitlema___ ellujäämise eest .",8053827
38831,oskama,,"ps,ill,mod,sup",1,root,tundma,"ps,ill,sup,main",conj,"Linnavaht peab ___oskama___ vähemalt kaht võõrkeelt ja ___tundma___ ajalugu , ta peab olema vähemalt 180 sentimeetrit pikk ja hea füüsilise väljaõppega .",8120439
38839,saama,,"af,pl,ps,aux,ps1,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,""" Uute brigaadide loomisega ___saame___ loomulikult ___hakkama___ , "" kinnitas ta .",8120526
38845,saama,,"af,mod,imps,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kui Ford oskas eelmise rallimudeli ülimalt vastupidavaks muuta , siis küllap ___saadakse___ ___hakkama___ ka uue sõidukiga .",8120695
38871,saama,,"af,pl,ps,mod,ps3,pres,indic",0,acl,hakkama,"ps,ill,sup,main",xcomp,"Kiiduväärt , kui ametiautodega uhkustamisele tuleb lõpp , aga olulisem on ikkagi see , kuidas uued ministrid oma tööülesannetega ___hakkama___ ___saavad___ .",8121353
38883,saama,,"ps,mod,neg,impf,indic",0,ccomp,hakkama,"ps,ill,mod,sup",xcomp,"Oleksin laevas ei tea millega ___hakkama___ ___saanud___ . """,8121564
38900,kartma,,"af,ps,sg,ps3,main,pres,indic",0,root,lükkama,"ps,aux,ill,sup",ccomp,"Viimase nädala skandaali tõttu ___kardab___ Sposato siiski , et peab nüüd laulatuse edasi ___lükkama___ .",8142076
38921,kiirustama,,"af,ps,sg,ps3,impf,main,indic",0,root,lõppema,"sup,imps,main",xcomp,"Kui kõne juhtus tulema ajal , mil ta oli kolleegidest ümbritsetud , ___kiirustas___ ta neid vestlusi ___lõpetama___ .",8142500
38923,saama,,"af,ps,sg,ps1,impf,main,indic",0,advcl,tulema,"ps,aux,ill,sup",xcomp,"Kui ma Soomest ___tulema___ ___sain___ , kaalusin ma 38 kilo ! ”",8142529
38925,saama,,"af,ps,sg,ps3,impf,main,indic",0,root,tulema,"ps,ill,sup,main",xcomp,"Sest jumal tänatud , tema ___sai___ lõpuks ___tulema___ .",8142553
38973,saama,,"af,pl,ps,mod,ps1,pres,indic",0,root,liikuma,"ps,ill,sup,main",xcomp,Mõne aja pärast ___saame___ siiski vabalt ___liikuma___ .,8143564
38987,tahtma,,"ps,aux,neg,pres,indic",0,conj,magama,"ps,aux,ill,sup",ccomp,"Vabandab ette ja ___taha___ , et sai alles kuus hommikul ___magama___ .",8143787
39009,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Nende diagnoos on mälukaotus ehk dementsus , seetõttu ei ___saa___ nad enam üksi kodus ___hakkama___ .",8144002
39021,saama,,"af,ps,sg,mod,ps2,pres,imper",1,conj,hakkama,"ps,aux,ill,sup",xcomp,"Alma on saanud testides null punkti - ei oska vastata ühelegi küsimusele , ei oska täita ühtegi palvet , ei oska käsu peale kirjutada , ei ___saa___ joonistamisega ___hakkama___ ...",8144060
39025,saama,,"af,ps,sg,ps3,main,pres,indic",0,conj,hakkama,"ps,aux,ill,sup",xcomp,"Lainel on küll tubades orienteerumisega probleeme , aga vetsus ___saab___ ta üksinda ___hakkama___ .",8144127
39030,teadma,,"ps,neg,impf,main,indic",1,conj,vedama,"ps,ill,mod,sup",ccomp,"Õllevaatidega sama lugu , keegi ei ___teadnud___ , kuidas neid voolikuid ___vedama___ pidi , ” meenutab Ruuven .",8144180
39071,teadma,,"ps,aux,neg,pres,indic",1,acl,olema,"ps,aux,ill,sup",ccomp,"Ma olen selles mõttes dile , et ma ei ___tea___ , kuidas näiteks pükste lukk peab täpselt ___olema___ .",8145200
39092,nägema,,"ps,aux,ill,sup",1,root,teadma,"ps,ill,mod,sup",conj,"Kuid tootja peaks oma tegevuses ___nägema___ mitte üksnes maksimaalset saaki , vaid kindlasti ___teadma___ seda , milliseid tagajärgi põhjustab tema poolt kasutatud tehnoloogia mullale ning põllu- ja seda ümbritsevale kooslusele tervikuna .",8293306
39124,saama,,"inf,mod",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Uuriti , kuidas on peainsenerid rahul oma eluga ning olukorraga majandis , kui suur peaks olema personal , et ___saada___ ___hakkama___ vajalike töödega .",8296864
39126,suutma,,"ps,mod,neg,pres,indic",1,conj,soetama,"ps,aux,ill,sup",xcomp,"Diagnoosiseadmed Vene traktoritele on olemas vähesel määral , kuid lääne traktorite jaoks ei ___suuda___ ettevõte endale seadmeid ___soetama___ nende kalli hinna tõttu .",8297012
39154,teadma,,"ps,aux,ill,sup",1,root,oskama,"ps,aux,ill,sup",conj,"Praegune õpetaja peab ___teadma___ ja ___oskama___ oluliselt rohkem kui varasematel aegadel ( Kiili 1998 : 21 ) , ometi keskendutakse meie üldhariduskoolides endiselt aine ( s.t faktide ) õpetamisele - kasvatamine ja juhendamine on seni jäänud kõrvaliseks ( Annus jt 2000 : 44 ) .",8313550
39155,saama,,"inf,main",0,acl,hakkama,"ps,ill,mod,sup",xcomp,"Koolis teravnenud sotsiaalprobleemne temaatika ühelt poolt ja kooli ettevalmistamatus sellega ___hakkama___ ___saada___ teiselt poolt on andnud tulemuseks olukorra , kus järjest rohkem noori ei omanda kohustuslikku põhiharidust , mis seab ohtu ühiskonna jätkusuutlikkuse .",8313553
39160,saama,,"ps,aux,neg,pres,indic",1,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Haigus , erivajadus vms kujuneb probleemiks , kuna ohustab koolijärgset toimetulekut : kes ___hakkama___ ei ___saa___ , võib muutuda maksumaksjale koormaks ( Nygard 1998 : 19 ) .",8313643
39225,saama,,"af,ps,sg,mod,ps3,impf,indic",0,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Anto : "" Robinson ___sai___ ___hakkama___ igasuguste asjadega .",8314581
39240,nägema,,"ps,sg,mod,neg,ps2,pres,imper",0,root,katkestama,"ps,ill,mod,sup",conj,"___Näe___ , õpetaja pidi nüüd oma mõttelõnga sinu pärast ___katkestama___ . """,8314910
39253,saama,,"af,pl,ps,mod,ps2,pres,indic",0,advcl,hakkama,"ps,ill,sup,main",xcomp,""" Õ : "" Just , ja ma soovin teile sama , et kui ise ___saate___ ___hakkama___ , ärge paluge .",8315088
39262,pingutama,,"ps,aux,ill,sup",1,conj,harjuma,"ps,aux,ill,sup",xcomp,"Aga teil ju pidevalt päev pikeneb , peate ___harjuma___ ___pingutama___ . """,8315262
39264,saama,,"af,ps,sg,aux,ps3,pres,indic",0,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Ma olen nii uudishimulik , kes ___saab___ ___hakkama___ . """,8315345
39269,saama,,"af,ps,sg,ps3,impf,main,indic",0,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Õpetaja rõõm on nii suur , sest selle ülesandega ___sai___ kolmandik klassi ___hakkama___ ! """,8315452
39271,saama,,"af,ps,sg,mod,ps2,pres,indic",0,parataxis,hakkama,"ps,ill,sup,main",xcomp,"Õpetaja naerab : "" Sina , Anto , ___saad___ küll elus hästi ___hakkama___ - sa oskad ilusti keerutada ! """,8315483
39348,saama,,"af,pl,ps,aux,ps3,pres,indic",0,ccomp,hakkama,"ps,ill,sup,main",xcomp,"Loomakliiniku Farmax arst Vilja Saar arvab , et koerad ___saavad___ talvel edukalt ___hakkama___ ka ilma teise kasukata .",8327904
39373,ootama,,"af,pl,ps,ps3,main,pres,indic",0,acl:relcl,maksma,"ps,aux,ill,sup",advcl,"Seal panevad pooled paika , mida nad üksteiselt ___ootavad___ , millal peab trahvi või hüvitust ___maksma___ ja kui suured need summad on .",8328640
39383,mõistma,,"imps,main,past,partic",1,root,kannatama,"ps,aux,ill,sup",xcomp,"T . S . ELIOT , KELLE KÄSUTADA oli terav kriitiline intellekt , mis avaldub kümnetes esseedes , tohutud teadmised inglise , itaalia , prantsuse , ladina ja hommikumaade luulest ja suurepärane keeletaju , oli ___mõistetud___ ___kannatama___ omaenda üht peamist poeetilist nõuet - tundeelamuse ehedust - nurjava võimatuse / võimetuse diktaadi all .",8328895
39407,saama,,"ps,sg,mod,neg,ps2,pres,imper",1,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Al Paldrok , kooli juht : See kontingent on paratamatult luuserid , kes mujal ___hakkama___ ei ___saa___ .",8329311
39408,tahtma,,"af,ps,sg,ps1,impf,main,indic",0,root,looma,"ps,ill,sup,main",xcomp,Oma seitsmendaks sünnipäevaks ___tahtsin___ ma ___looma___ .,8329378
39434,saama,,"ps,sg,aux,neg,ps2,pres,imper",1,parataxis,hakkama,"ps,aux,ill,sup",xcomp,"Olla mõistuse juures ja töövõimeline olukorras , kus sinu viis valmiskirjutatud romaani seisavad ilma mingi ilmumislootuseta - sellega ei ___saa___ mitte igaüks ___hakkama___ .",8329985
39435,saama,,"ps,neg,main,pres,indic",1,acl:relcl,hakkama,"ps,ill,sup,main",xcomp,"Ma olen terve elu - vahest ehk natuke pingutatultki - katsunud endale tõestada , et mina küll see mees ei ole , kes oma tööga ___hakkama___ ei ___saa___ .",8330020
39436,saama,,"ps,aux,neg,impf,indic",1,conj,hakkama,"ps,ill,sup,main",xcomp,"Aksel : Jaan Kross on osanud oma endiste naistega väga loomulikult , pingevabalt läbi saada , mina ise ei ole sellega kunagi niimoodi ___hakkama___ ___saanud___ .",8330022
39443,saama,,"af,pl,ps,mod,ps3,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Kuidas nad harjumatu olukorraga ___hakkama___ ___saavad___ ?,8330162
39444,saama,,"inf,mod",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,Kõigepealt proovivad nad haigusega ___hakkama___ ___saada___ kaugjuhtimise teel - tööst vabadel hommiku- ja õhtutundidel .,8330164
39447,saama,,"ps,mod,neg,pres,indic",1,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Tema tuuakse maalt kohale siis , kui isa enam üksi lasteaeda ja kooli viimise , söögitegemise ja kraamimisega ___hakkama___ ei ___saa___ .",8330178
39453,saama,,"aux,inf",1,root,olema,"ps,aux,ill,sup",aux,"( Odavamaid peaks ___saada___ ___olema___ parimatest poodidest , kalleimaid näiteks Egoistist ja Leonardost ) .",8330360
39465,ootama,,"af,ps,sg,ps2,impf,main,indic",0,conj,püüdma,"ps,ill,sup,main",ccomp,"Mõeldes tõlgitavale keelele , võib öelda , et a ) piiblikeeled alluvad samasugustele kitsendustele nagu teisedki loomulikud keeled ; neid tuleb mõista ja analüüsida samamoodi kui teisigi vanu keeli ; b ) piibliraamatute autorid ___ootasid___ , et neid mõistetaks ; c ) tõlkija peab ___püüdma___ mingit tekstiosa edasi anda võimalikult nii , nagu see oli mõeldud autori poolt .",8367430
39486,taipama,,"ps,ill,sup,main",0,root,mõistma,"ps,ill,sup,main",conj,"___taipama___ , ___mõistma___ "" .",8367725
39491,otsustama,,"inf,main",0,csubj:cop,toimuma,"ps,ill,mod,sup",ccomp,"Piiblitõlkijate-toimetajate ülesandeks on aga ___otsustada___ , kas sama peaks ___toimuma___ ka tõlkega , st otsustada , kuivõrd teravad või sujuvad peaksid olema nende jutustuste üleminekupiirid , kuivõrd tuleks sahteltehnikas olevate jutustuste stiile omavahel ühtlustada .",8367864
39512,püüdma,,"af,impf,imps,main,indic",0,root,käima,"ps,ill,sup,main",xcomp,Seesuguses sundseisus ___püüti___ alates aastast 1920 kõigepealt ___käima___ saada turbatööstust .,8368869
39577,saama,,"ps,mod,neg,pres,indic",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Ilma autota ei ___saa___ ___hakkama___ , sest puudub korralik bussiliiklus .",8375069
39580,tahtma,,"af,pl,ps,ps3,main,pres,indic",0,root,saama,"ps,ill,mod,sup",conj,"Kas seda teatud poliitilised ringkonnad ( eriti president Meri ja Reformierakond eesotsas Siim Kallasega ) ___tahavad___ või mitte , ja kui tugev ka oleks nende poliitiline surve Riigikohtu esimehele ja õiguskantslerile , peavad juulilepped ___saama___ Riigikohtu lahendi .",8375181
39626,saama,,"ps,mod,neg,impf,indic",1,conj,hakkama,"ps,ill,sup,main",xcomp,"Noormehe bussijuhtimise oskus oli napp , seetõttu ei ___saanud___ ta seisupiduri mahavõtmisega ___hakkama___ ja nii ta sõitiski suitsevate pidurite kriuksudes mööda Tartu maanteed Lubja tänava alguseni , kus liikluspolitsei patrull vaevaliselt ülesmäge roomava bussi ilma suurema vaevata peatuma sundis .",8376698
39630,leppima,kokku,"neg,impf,imps,main,indic",1,ccomp,tegema,"ps,ill,sup,main",parataxis,"Kallas kinnitas , et on kokku ___lepitud___ : panuse peab ___tegema___ elukutselistele diplomaatidele ning vältida tuleb “ poliitilisi määramisi ” .",8376722
39687,suutma,,"ps,sg,mod,neg,ps2,pres,imper",1,root,saama,"ps,aux,ill,sup",advcl,"Mäletsejate organism ei ___suuda___ ise sünteesida kõiki valgu sünteesiks vajaminevaid aminohappeid ning loomad peavad üheksat asendamatut aminohapet ( treoniini , metioniini , valiini , leutsiini , isoleutsiini , lüsiini , fenüülalaniini , trüptofaani ja histidiini ) ___saama___ söödaga .",8399993
39689,saama,,"inf,main",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,"See tõestas , et vatsas elavad mikroorganismid suudavad ___hakkama___ ___saada___ ka ilma söötadest pärinevate aminohapeteta , juhul kui karbamiid või mõni muu ammoniaagi allikas on vatsas neile kättesaadaval .",8400159
39726,otsustama,,"ps,aux,ill,sup",0,xcomp,otsustama,"ps,ill,sup,main",advcl,Kahe valikvastuse kõrval polnud välja pakutud vahepealset varianti ( et ajendada vastajaid pigem ___otsustama___ kui mitte ___otsustama___ ) .,8402780
39760,kavandama,,"neg,impf,imps,main,indic",1,root,olema,"ps,ill,sup,main",aux,"Seega Klimani ( 1999 ) väitel peaks õpiotstarbelised mängud ___olema___ ___kavandatud___ nii , et neid saaks kohandada erinevatele õpistiilidele .",8405173
39773,saama,,"af,pl,ps,mod,ps3,impf,indic",0,acl,hakkama,"ps,ill,sup,main",xcomp,"Bolingu ja tema kolleegide ( 1998 ) poolt võrreldud seitsme uurimuse puhul ainult ühes saadi tulemuseks , et uuritavad ___said___ ainult pildiliste ikoonidega sama hästi ___hakkama___ kui ikoonidega koos teksti ja pildiga .",8405367
39774,saama,,"af,pl,ps,mod,ps3,pres,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,"Kasutajad , kel teema tuttavam ja huvi sisu vastu suurem , ___saavad___ õpitarkvaras navigeerimisega paremini ___hakkama___ ja on seeläbi enam võimelised tähelepanu fokuseerima huvidele vastavatele piirkondadele ( Lawless jt. , 2003 ) .",8405408
39779,saama,,"af,ps,sg,mod,ps2,impf,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,"· Tüdrukud , kes omandasid kvantitatiivset infot graafikute abil , ___said___ halvemini ___hakkama___ võrreldes tüdrukutega , kes omandasid informatsiooni tabeli vormis .",8405561
39784,püüdma,,"af,mod,impf,imps,indic",0,root,arvestama,"ps,aux,ill,sup",parataxis,Antud uurimustega ___püüti___ vastata järgmistele küsimustele : · Milliseid õpitarkvara karakteristikuid peavad ___arvestama___ õpetajad ja õpitarkvara koostajad ?,8405860
39785,saama,,"inf,main",0,csubj:cop,hakkama,"ps,ill,mod,sup",xcomp,"Kontingendiks oli valitud kolmas klass , kuna just algklassides on baasoskuste arendamisel kõige suurem osa ( edaspidises koolitöös on raske ___hakkama___ ___saada___ korrutustabelit tundmata või keeleõppes sõnavara valdamata ) .",8405928
39788,saama,,"af,ps,sg,ps3,main,pres,indic",0,acl:relcl,hakkama,"ps,ill,sup,main",xcomp,"Seejuures ei peaks õpitarkvaras pakutav mäng olema õppija jaoks keeruline , vaid see peab olema õpilase jaoks meeldiv , midagi , millega ta ___saab___ ___hakkama___ .",8405978
39790,otsustama,,"aux,inf",1,root,saama,"ps,ill,sup,main",aux,"Kasutaja peab ___saama___ ___otsustada___ , millal ta jätkab programmiga või soovib üldse tiitellehelt väljuda .",8405997
39794,nägema,,"aux,inf",1,ccomp,olema,"ps,ill,sup,main",aux,"Alessi ja Trollip ( 2001 : 54 ) soovitavad nuppude puhul pakkuda kinnitust , see tähendab , et kasutajal peab ___olema___ selgelt ___näha___ , millisel nupul ta hiirega klikkis .",8406147
39835,nägema,,"af,ps,sg,ps3,main,pres,indic",0,parataxis,valima,"ps,ill,mod,sup",conj,Lisaks küsimuste liikidele eristavad Alessi ja Trollip ( 2001 : 185 ) seitset erinevat küsimuste viisi : 1 ) kuuldav tekstilisele ( näiteks kasutaja kuuleb võõrkeelset sõna ja peab valima või kirjutama emakeelse tähenduse ) ; 2 ) tekst pildilisele ( näiteks kasutajale antakse võõrkeelne sõna tekstina ja ta peab valima sellele sõnale vastava pildi ) ; 3 ) pilt tekstilisele ( näiteks kasutaja ___näeb___ pilti ning peab ___valima___ või kirjutama sellele vastava sõna ) ; 4 ) kuuldav pildilisele ( näiteks kasutaja kuuleb võõrkeelset sõna ja peab valima sellele sõnale vastava pildi ) ; 5 ) pilt kuuldavale ( näiteks kasutaja peab sobitama pildi ja sellele pildile vastava heli ) ; 6 ) pilt visuaalsele ( näiteks kasutaja peab sobitama kaks pilti ) ; 7 ) tekstiline tekstilisele või numbrilisele ( näiteks kasutaja saab trükitud tekstiga ülesande ja peab sellele valima või kirjutama tekstilise või numbrilise vastuse ) .,8407020
39843,saama,,"af,pl,ps,mod,ps3,pres,indic",0,ccomp,hakkama,"ps,aux,ill,sup",xcomp,"Pilootkatse toimus aprillis-mais 2002 ning pilootkatse abil püüti kindlustada , et ankeediküsimused oleks algklassi õpilastele korrektselt mõistetavad ning kontrolliti , kas algklassi lapsed ___saavad___ ___hakkama___ drillprogrammidega , mille kasutajaliides on inglise keelne .",8407342
39860,otsustama,,"inf,main",1,conj,saama,"ps,ill,mod,sup",aux,"Alessi ja Trollip ( 2001 : 49 ) kirjutavad , et tiitelleht ei tohiks kaduda teatud aja pärast , vaid kasutaja peab ___saama___ ___otsustada___ , kas ja millal ta jätkab õpiprogrammiga .",8408161
39868,saama,,"inf,mod",0,xcomp,hakkama,"ps,ill,mod,sup",xcomp,"Asjaolu , et tuntud ikoonide protsent ning viipadega antud nuppude ja ikoonide protsent olid statistiliselt olulises seoses just akadeemiliselt edukate õpilaste õpitulemusega näitab , et just see kontingent püüdis enam õpiprogrammi käsitsemisega õpetaja abita ___hakkama___ ___saada___ või pakkus koguni õpetaja neile seda võimalust .",8408500
39922,saama,,"aux,inf",0,csubj,hakkama,"ps,ill,sup,main",xcomp,"29 Kuid siis tuleb meil ___saada___ ___hakkama___ tõsiasjaga , et nõukogude riik eksisteeris , sealhulgas rahvusvahelise õiguse tunnustatud subjektina , ja teatud õiguskord , näiteks abielu ja kodakondsuse instituutidena , samuti eksisteeris .",8411197
39927,saama,,"ps,mod,neg,impf,indic",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Selline võimalus kuulub küll utoopiate valda , kuid väiksemad kogukonnad on turvalise ümbruse korral ___saanud___ ___hakkama___ õiguseta , takerdumata röövellike suhete võrku .",8411292
39936,teadma,,"inf,mod",1,root,olema,"ps,aux,ill,sup",aux,"Kuid teadusloost peaks ___olema___ ___teada___ "" ebaõnnestunud teooriaid "" , mis viisid postulaatide formuleerimiseni . )",8411319
